This file logs the td error per each update. Agent is trained in each episode.
13.881833
13.367566
13.512067
15.508148
15.2767
14.795155
14.200286
14.876987
11.525871
13.926824
18.665573
15.803974
17.426947
15.080354
17.588865
14.38044
15.746524
16.56252
14.382816
15.7328205
12.961861
12.216921
15.059405
14.527874
16.858635
15.159731
14.2829275
13.611395
13.3454275
15.02886
11.582077
16.03841
17.190857
15.061185
14.172451
15.04334
16.998219
11.975284
18.49037
15.925007
16.701931
15.420256
14.0107765
16.035225
18.423973
15.791255
16.652405
16.275768
17.56428
12.9681
15.314009
22.552603
21.37677
17.841658
17.977907
17.421556
19.899591
11.980702
19.594013
17.383505
14.298379
21.022732
17.679188
17.405388
17.945131
17.789404
18.352118
17.853405
19.283627
18.631187
2116043.0
26.84902
3297484.2
3429544.8
10226590.0
4467272.5
18.909328
8097872.0
675402.25
15.7354
6465400.0
6973061.5
10816720.0
16.758743
20.255438
1187874.5
774215.5
797861.2
797980.75
19.871931
1278758.6
665860.1
198090.66
365131.94
21.626202
10751.012
821520.56
22.233488
155487.7
19.020483
198059.44
907674.56
16.401962
684247.7
1113251.9
895882.1
22.581276
579154.1
462734.53
20.95254
127726.52
542324.1
805729.1
690939.56
414180.94
20.982027
18.970335
19.091988
1194117.0
211899.03
477304.84
16.08531
465245.47
17.209908
25.378944
801882.7
1009679.8
21.988619
22.436275
2372302.2
639044.0
100244.55
692988.4
2542515.0
75305.09
11381383.0
1432811.2
6674526.5
3352360.0
1568117.9
787975.3
2686219.5
1733351.8
570909.94
19.000956
19.678303
17.908579
756553.25
1767171.4
17.41091
925433.6
866458.2
22.4679
1112710.0
1263892.5
386604.25
974778.06
386033.34
20.377066
20.45788
828028.9
634929.3
19.047785
20.785368
682207.0
546861.6
1910662.6
23.449278
57750.387
30.380621
322199.1
541314.2
736125.25
337616.97
973767.2
613662.06
1666576.4
1102764.1
75102.72
298670.03
20.714266
811682.25
252253.27
3278829.8
1909725.4
128106.06
22.357052
1323421.5
571100.1
214456.66
26.342257
342738.7
138395.02
1385592.0
209714.77
933332.0
692928.2
16018270.0
602090.94
1206435.6
12190660.0
19.382807
8092695.5
394010.25
10450029.0
31650654.0
3934028.0
5467384.0
6878359.0
3929894.2
28153734.0
2088240.0
17568390.0
6653161.0
3763933.5
1228116.1
19.888557
25.657892
4292150.5
20.42603
29.204218
6536363.5
3779434.0
2072111.8
5035451.0
786851.56
2023039.8
930330.25
6725015.0
5228736.5
2631106.2
2408784.2
3088065.5
1956202.1
1274057.5
509404.56
2272834.8
7874161.0
1699053.8
3074582.0
1290311.8
1723974.6
769535.8
